,season,full_name,driving_distance,driving_accuracy,greens_in_regulation,proximity,scrambling_rough,scrambling_sand,putting_conversion,putting_rating,sg_off_tee,sg_approach,sg_scrambling,sg_putting,sg_tee_to_green,sg_total,str_diff_to_field,scoring_avg
366,2004,sergio_garcia,,58.48,,,,,,,,,,,,,,
367,2004,steve_lowery,,58.29,,,,,,,,,,,,,,
368,2004,tim_herron,,57.96,,,,,,,,,,,,,,
369,2004,adam_scott,,57.65,,,,,,,,,,,,,,
370,2004,neal_lancaster,,57.64,,,,,,,,,,,,,,
371,2004,paul_azinger,,57.58,,,,,,,,,,,,,,
372,2004,brett_quigley,,57.15,,,,,,,,,,,,,,
373,2004,josé_maría_olazábal,,56.98,,,,,,,,,,,,,,
374,2004,michael_allen,,56.49,,,,,,,,,,,,,,
375,2004,tag_ridings,,56.42,,,,,,,,,,,,,,
376,2004,chris_couch,,56.21,,,,,,,,,,,,,,
377,2004,tiger_woods,,56.13,,,,,,,,,,,,,,
378,2004,kevin_muncrief,,56.12,,,,,,,,,,,,,,
379,2004,freddie_jacobson,,55.56,,,,,,,,,,,,,,
380,2004,ernie_els,,55.51,,,,,,,,,,,,,,
381,2004,tom_carter,,55.10,,,,,,,,,,,,,,
382,2004,david_gossett,,54.42,,,,,,,,,,,,,,
383,2004,craig_perks,,54.37,,,,,,,,,,,,,,
384,2004,scott_hend,,54.12,,,,,,,,,,,,,,
385,2004,tommy_tolles,,54.02,,,,,,,,,,,,,,
386,2004,aaron_baddeley,,53.08,,,,,,,,,,,,,,
387,2004,john_daly,,52.99,,,,,,,,,,,,,,
388,2004,steve_stricker,,52.72,,,,,,,,,,,,,,
389,2004,dan_olsen,,51.52,,,,,,,,,,,,,,
390,2004,brenden_pappas,,50.13,,,,,,,,,,,,,,
391,2004,hank_kuehne,,49.88,,,,,,,,,,,,,,
392,2004,joe_durant,,,73.27,,,,,,,,,,,,,
393,2004,vijay_singh,,,73.03,,,,,,,,,,,,,
394,2004,tom_lehman,,,71.38,,,,,,,,,,,,,
395,2004,sergio_garcia,,,70.83,,,,,,,,,,,,,
396,2004,briny_baird,,,70.62,,,,,,,,,,,,,
397,2004,john_senden,,,70.54,,,,,,,,,,,,,
398,2004,chris_smith,,,70.37,,,,,,,,,,,,,
399,2004,robert_allenby,,,70.33,,,,,,,,,,,,,
400,2004,duffy_waldorf,,,69.94,,,,,,,,,,,,,
401,2004,phil_mickelson,,,69.55,,,,,,,,,,,,,
402,2004,luke_donald,,,69.37,,,,,,,,,,,,,
403,2004,olin_browne,,,68.94,,,,,,,,,,,,,
404,2004,bart_bryant,,,68.92,,,,,,,,,,,,,
405,2004,mark_wilson,,,68.91,,,,,,,,,,,,,
406,2004,jeff_sluman,,,68.79,,,,,,,,,,,,,
407,2004,john_huston,,,68.75,,,,,,,,,,,,,
408,2004,retief_goosen,,,68.69,,,,,,,,,,,,,
409,2004,kenny_perry,,,68.64,,,,,,,,,,,,,
410,2004,scott_hoch,,,68.63,,,,,,,,,,,,,
411,2004,scott_verplank,,,68.50,,,,,,,,,,,,,
