,season,full_name,drive_distance,gir,proximity,scrambling,putting_conversion
301,2007,boo_weekley,296.6,0.6586,34.25,0.5688,0.2781
302,2007,brandt_snedeker,285.6,0.6457999999999999,33.75,0.6118,0.2765
303,2007,brett_wetterich,303.3,0.6628000000000001,34.916666666666664,0.4886,0.2925
304,2007,brian_bateman,291.6,0.6133,37.333333333333336,0.5803,0.2682
305,2007,bubba_watson,315.2,0.6548999999999999,35.916666666666664,0.5654,0.3128
306,2007,camilo_villegas,298.3,0.6572,35.166666666666664,0.5731,0.2931
307,2007,charles_howell_iii,299.8,0.6336999999999999,37.5,0.5538000000000001,0.2732
308,2007,d.j._trahan,295.1,0.6695,35.416666666666664,0.5874,0.2615
309,2007,daniel_chopra,297.6,0.652,35.25,0.6039,0.2981
310,2007,david_toms,282.5,0.6378,34.333333333333336,0.5857,0.2843
311,2007,ernie_els,297.9,0.6466,34.083333333333336,0.6015999999999999,0.3046
312,2007,geoff_ogilvy,295.3,0.6275,34.416666666666664,0.5660000000000001,0.3114
313,2007,heath_slocum,279.6,0.6645,31.91666666666667,0.6148,0.28800000000000003
314,2007,henrik_stenson,296.3,0.6123,36.333333333333336,0.5327000000000001,0.2722
315,2007,hunter_mahan,296.7,0.6690999999999999,35.0,0.5479999999999999,0.28550000000000003
316,2007,ian_poulter,282.5,0.6167,35.833333333333336,0.5942000000000001,0.2726
317,2007,j.b._holmes,312.6,0.6456999999999999,38.25,0.5182,0.3138
318,2007,jerry_kelly,281.0,0.6483,34.25,0.5814,0.2722
319,2007,jim_furyk,279.7,0.6944,32.333333333333336,0.6053000000000001,0.2783
320,2007,john_rollins,290.4,0.6364,36.25,0.59,0.2801
321,2007,john_senden,294.2,0.7033,35.666666666666664,0.5656,0.26890000000000003
322,2007,johnson_wagner,285.5,0.6775,36.833333333333336,0.5311,0.2716
323,2007,jonathan_byrd,292.0,0.6355,36.083333333333336,0.5846,0.3345
324,2007,josé_maría_olazábal,276.0,0.5433,39.66666666666666,0.5499,0.2725
325,2007,justin_leonard,282.7,0.648,33.75,0.5997,0.2661
326,2007,justin_rose,288.7,0.6573,34.5,0.5989,0.3141
327,2007,k.j._choi,284.1,0.6529,38.25,0.6234000000000001,0.2861
328,2007,luke_donald,278.4,0.6318,34.666666666666664,0.5743,0.28550000000000003
329,2007,mark_calcavecchia,290.2,0.6411,34.5,0.5635,0.3275
330,2007,mike_weir,289.3,0.6303,36.833333333333336,0.5844,0.282
331,2007,nick_o'hern,279.3,0.6021,36.25,0.5626,0.25920000000000004
332,2007,nick_watney,301.4,0.6648000000000001,36.75,0.5771000000000001,0.2854
333,2007,padraig_harrington,293.2,0.603,35.583333333333336,0.6163000000000001,0.3135
334,2007,peter_lonard,290.9,0.6461,36.083333333333336,0.5988,0.26940000000000003
335,2007,phil_mickelson,298.1,0.6495000000000001,36.25,0.5915,0.316
336,2007,retief_goosen,292.9,0.5891,37.333333333333336,0.5437,0.26280000000000003
337,2007,robert_allenby,299.6,0.6829000000000001,34.416666666666664,0.5335,0.2916
338,2007,rory_sabbatini,289.9,0.616,36.5,0.6392,0.3154
339,2007,scott_verplank,279.6,0.6433,34.25,0.6114999999999999,0.2709
340,2007,sean_o'hair,296.8,0.6712,35.166666666666664,0.6017,0.2898
341,2007,sergio_garcia,294.2,0.6456000000000001,35.25,0.5796,0.3016
342,2007,shaun_micheel,284.4,0.6604000000000001,34.583333333333336,0.5725,0.2612
343,2007,stephen_ames,282.2,0.6494,34.333333333333336,0.5849,0.2649
344,2007,steve_flesch,287.5,0.6583,34.833333333333336,0.5805,0.2712
345,2007,steve_lowery,292.0,0.6629,35.416666666666664,0.5611999999999999,0.2969
