,full_name,season,masters_played,min,mean,prior_score,SG_per_round,driving_distance,driving_accuracy,greens_in_regulation,par_or_better_distance,scrambling,putting_rating,made_cut,top_10,total_score
558,luke_donald,2005,10,278.0,299.3,283.0,-0.4,284.5,0.6434000000000001,0.6843,16.685378496023265,0.6012,107.1,1,0,296.0
559,luke_donald,2006,10,278.0,299.3,296.0,-0.4,283.7,0.6686,0.6605,19.079268562732924,0.6545000000000001,150.6,1,1,295.0
560,luke_donald,2007,10,278.0,299.3,295.0,-0.4,278.4,0.6815000000000001,0.6318,18.523162676917664,0.5743,172.3,0,0,315.0
561,luke_donald,2009,10,278.0,299.3,315.0,-0.4,275.7,0.625,0.6301,19.06304052056987,0.6285000000000001,42.8,0,0,315.0
562,luke_donald,2010,10,278.0,299.3,315.0,-0.4,277.0,0.6236,0.6528,17.896651921518732,0.6541,57.8,1,1,278.0
563,luke_donald,2011,10,278.0,299.3,278.0,-0.4,284.1,0.6429,0.6733,19.175903498922807,0.6371,54.6,1,0,291.0
564,luke_donald,2012,10,278.0,299.3,291.0,-0.4,280.1,0.6516,0.6496,18.723209601395208,0.6265999999999999,20.7,1,0,290.0
565,luke_donald,2013,10,278.0,299.3,290.0,-0.4,278.1,0.6286999999999999,0.6215999999999999,18.949413652611465,0.6152000000000001,73.5,0,0,315.0
566,luke_donald,2014,10,278.0,299.3,315.0,-0.4,278.1,0.6256,0.63,19.49168095339365,0.6059,86.4,0,0,315.0
567,marc_leishman,2009,7,280.0,299.0,315.0,-0.3,298.6,0.5943999999999999,0.6718000000000001,19.3011870676967,0.5739,205.7,0,0,315.0
568,marc_leishman,2012,7,280.0,299.0,315.0,-0.3,289.4,0.552,0.6275999999999999,19.745934620264944,0.5826,324.8,1,1,283.0
569,marc_leishman,2013,7,280.0,299.0,283.0,-0.3,286.6,0.5877,0.6507999999999999,19.2275644872436,0.5764,210.3,0,0,315.0
570,marc_leishman,2015,7,280.0,299.0,315.0,-0.3,294.8,0.5499,0.6562,20.492396506590765,0.5667,172.8,0,0,315.0
571,marc_leishman,2016,7,280.0,299.0,315.0,-0.3,295.0,0.6054999999999999,0.6531,19.2768679740483,0.6034,121.6,1,0,296.0
572,marc_leishman,2017,7,280.0,299.0,296.0,-0.3,298.6,0.5794,0.6704000000000001,20.84956520996168,0.6142,121.1,1,1,280.0
573,marc_leishman,2018,7,280.0,299.0,280.0,-0.3,298.5,0.6017,0.6667000000000001,21.168692553968565,0.5907,199.7,1,0,289.0
574,mark_calcavecchia,2005,3,298.0,309.3333333333333,315.0,-2.9,289.3,0.6651,0.6586,19.298469714807265,0.5732,187.4,0,0,315.0
575,mark_calcavecchia,2006,3,298.0,309.3333333333333,315.0,-2.9,282.4,0.653,0.6207,19.976968613881333,0.5622,244.3,1,0,298.0
576,mark_calcavecchia,2007,3,298.0,309.3333333333333,298.0,-2.9,290.2,0.6509,0.6411,19.743527420397804,0.5635,256.3,0,0,315.0
577,mark_hensby,2004,2,284.0,287.5,315.0,2.6,284.6,0.6772,0.6325999999999999,20.02739706834948,0.5919,128.0,1,1,284.0
578,mark_hensby,2005,2,284.0,287.5,284.0,2.6,290.4,0.6265999999999999,0.6291,21.223791877670372,0.5088,225.8,1,0,291.0
579,mark_o'meara,2002,5,288.0,300.6,315.0,-0.7,275.0,0.6601,0.6416,17.10172319127845,0.6,125.4,1,1,288.0
580,mark_o'meara,2003,5,288.0,300.6,288.0,-0.7,277.5,0.6347999999999999,0.6069,17.865198361619164,0.5203,349.3,1,0,292.0
581,mark_o'meara,2004,5,288.0,300.6,292.0,-0.7,272.9,0.67,0.6245,18.99731355276904,0.6173,182.3,1,0,293.0
582,mark_o'meara,2005,5,288.0,300.6,293.0,-0.7,277.1,0.6093,0.5976,19.021937171329316,0.6067,103.7,0,0,315.0
583,mark_o'meara,2006,5,288.0,300.6,315.0,-0.7,274.4,0.5735,0.5943999999999999,20.86180081712346,0.589,110.3,0,0,315.0
584,mark_wilson,2010,2,315.0,315.0,315.0,-4.3,280.6,0.6884999999999999,0.7028,18.14471249887048,0.6215999999999999,212.0,0,0,315.0
585,mark_wilson,2011,2,315.0,315.0,315.0,-4.3,284.8,0.6762999999999999,0.6603,18.131383013989858,0.6297,176.6,0,0,315.0
586,martin_kaymer,2013,2,293.0,304.0,315.0,-1.6,288.4,0.6136,0.6485,18.542240159670264,0.5259,112.7,1,0,293.0
587,martin_kaymer,2014,2,293.0,304.0,293.0,-1.6,294.9,0.6127,0.6457999999999999,20.136747778901906,0.5343,211.1,0,0,315.0
588,martin_laird,2010,3,285.0,299.6666666666667,315.0,-0.5,296.5,0.6027,0.6783,18.86687595584742,0.5731,236.5,1,0,285.0
589,martin_laird,2011,3,285.0,299.6666666666667,285.0,-0.5,303.0,0.5851,0.6659,20.508323310305013,0.5908,123.6,1,0,299.0
590,martin_laird,2012,3,285.0,299.6666666666667,299.0,-0.5,298.2,0.5916,0.653,21.59356822965785,0.5592,207.3,0,0,315.0
591,mathew_goggin,2008,1,315.0,315.0,315.0,-4.3,295.9,0.6491,0.6758,19.726775286256107,0.58,164.1,0,0,315.0
592,matt_every,2013,2,315.0,315.0,315.0,-4.3,288.1,0.5893999999999999,0.6554000000000001,19.29851185252952,0.5652,212.6,0,0,315.0
593,matt_every,2014,2,315.0,315.0,315.0,-4.3,286.3,0.5672,0.6333,20.157086222963873,0.5882000000000001,112.9,0,0,315.0
594,matt_jones,2013,1,315.0,315.0,315.0,-4.3,292.3,0.6474,0.66,19.51576342914164,0.6397999999999999,201.5,0,0,315.0
595,matt_kuchar,2009,10,280.0,286.1,315.0,2.9,283.2,0.6598999999999999,0.6423000000000001,19.166860506266183,0.6591,87.7,1,0,288.0
596,matt_kuchar,2010,10,280.0,286.1,288.0,2.9,286.9,0.6789000000000001,0.6936,19.4165139121316,0.6469,61.8,1,0,287.0
597,matt_kuchar,2011,10,280.0,286.1,287.0,2.9,286.2,0.6475,0.6698000000000001,19.19118547667132,0.6291,108.0,1,1,280.0
598,matt_kuchar,2012,10,280.0,286.1,280.0,2.9,286.2,0.6506000000000001,0.6537999999999999,18.61196809179513,0.6243,84.7,1,1,285.0
599,matt_kuchar,2013,10,280.0,286.1,285.0,2.9,284.9,0.5893,0.6584,18.82323032850632,0.6355,97.4,1,1,286.0
600,matt_kuchar,2014,10,280.0,286.1,286.0,2.9,283.8,0.6737000000000001,0.6692,19.39762544531332,0.624,71.2,1,0,290.0
601,matt_kuchar,2015,10,280.0,286.1,290.0,2.9,288.5,0.6323,0.6655,20.85380360989333,0.6378,154.6,1,0,294.0
602,matt_kuchar,2016,10,280.0,286.1,294.0,2.9,285.8,0.6567000000000001,0.6781999999999999,19.52842536463763,0.6151,102.3,1,1,283.0
603,matt_kuchar,2017,10,280.0,286.1,283.0,2.9,285.4,0.6594,0.6673,19.135762549042393,0.6534,155.2,1,0,288.0
604,matt_kuchar,2018,10,280.0,286.1,288.0,2.9,288.0,0.6327,0.6681,19.061093226780038,0.636,150.4,1,0,280.0
605,michael_kim,2018,1,315.0,315.0,315.0,-4.3,289.9,0.5489,0.6063000000000001,20.94830780755333,0.5605,169.2,0,0,315.0
606,michael_thompson,2012,1,290.0,290.0,315.0,1.9,283.4,0.5943,0.6325999999999999,19.206322689416638,0.5539000000000001,129.2,1,0,290.0
607,miguel_angel_jiménez,2002,1,315.0,315.0,315.0,-4.3,274.4,0.6870999999999999,0.625,19.697070848225124,0.5926,252.8,0,0,315.0
608,mike_weir,2002,11,281.0,297.45454545454544,315.0,0.1,280.0,0.6618,0.6951,19.72030538415784,0.5735,255.0,1,1,281.0
609,mike_weir,2003,11,281.0,297.45454545454544,281.0,0.1,289.2,0.6336999999999999,0.6585,19.954500780247265,0.6247,214.3,0,0,315.0
610,mike_weir,2004,11,281.0,297.45454545454544,315.0,0.1,282.1,0.6405,0.6514,19.80168606036701,0.5917,264.3,1,1,284.0
611,mike_weir,2005,11,281.0,297.45454545454544,284.0,0.1,281.3,0.6369,0.6195,19.025570293686336,0.5841,274.5,1,0,287.0
612,mike_weir,2006,11,281.0,297.45454545454544,287.0,0.1,281.2,0.6409999999999999,0.6647,19.540712787664628,0.5867,232.3,1,0,298.0
613,mike_weir,2007,11,281.0,297.45454545454544,298.0,0.1,289.3,0.6382,0.6303,19.559852589764915,0.5844,315.4,1,0,290.0
614,mike_weir,2008,11,281.0,297.45454545454544,290.0,0.1,284.8,0.6246,0.6462,18.220798555496952,0.6227,147.0,1,0,294.0
615,mike_weir,2009,11,281.0,297.45454545454544,294.0,0.1,279.3,0.6325999999999999,0.6303,18.523258652599747,0.6315,131.8,1,0,296.0
616,mike_weir,2010,11,281.0,297.45454545454544,296.0,0.1,273.9,0.5383,0.5789,18.897372226934973,0.588,192.9,0,0,315.0
617,mike_weir,2013,11,281.0,297.45454545454544,315.0,0.1,270.5,0.5507,0.569,20.77961394144645,0.5911,154.4,1,0,297.0
618,mike_weir,2014,11,281.0,297.45454545454544,297.0,0.1,271.2,0.5276,0.5744,19.91916915938012,0.5984,198.6,0,0,315.0
619,morgan_hoffmann,2014,1,287.0,287.0,315.0,2.7,295.4,0.5409,0.6274000000000001,20.595834530312192,0.5753,119.5,1,0,287.0
620,nathan_green,2009,1,302.0,302.0,315.0,-1.1,283.5,0.6065999999999999,0.6289,20.275768789370233,0.6153,93.3,1,0,302.0
621,nick_o'hern,2007,1,315.0,315.0,315.0,-4.3,279.3,0.6268,0.6021,18.45548698896889,0.5626,219.8,0,0,315.0
622,nick_price,2002,3,286.0,298.0,315.0,-0.1,272.7,0.7637999999999999,0.6443000000000001,17.863123327122835,0.6548999999999999,289.8,1,0,293.0
623,nick_price,2003,3,286.0,298.0,293.0,-0.1,280.1,0.6731999999999999,0.6317,18.189843071676627,0.6204,177.3,1,1,286.0
624,nick_price,2004,3,286.0,298.0,286.0,-0.1,272.8,0.6829000000000001,0.5911,18.784295634918013,0.6223,177.7,0,0,315.0
625,nick_watney,2007,7,280.0,288.57142857142856,315.0,2.3,301.4,0.6102000000000001,0.6648000000000001,19.63289427211383,0.5771000000000001,211.6,1,0,288.0
626,nick_watney,2008,7,280.0,288.57142857142856,288.0,2.3,302.9,0.6121,0.6823,20.30795626103228,0.5719,206.5,1,0,285.0
627,nick_watney,2009,7,280.0,288.57142857142856,285.0,2.3,305.3,0.5781000000000001,0.6609,20.335127379870414,0.5867,110.9,1,1,280.0
628,nick_watney,2010,7,280.0,288.57142857142856,280.0,2.3,296.5,0.6263000000000001,0.6962999999999999,19.2909342553554,0.5550999999999999,137.4,1,0,292.0
629,nick_watney,2011,7,280.0,288.57142857142856,292.0,2.3,301.9,0.5815,0.6688,20.1850191974147,0.6296,62.6,1,0,291.0
630,nick_watney,2012,7,280.0,288.57142857142856,291.0,2.3,296.8,0.5886,0.6643000000000001,19.08088293947636,0.5511,225.8,1,0,287.0
631,nick_watney,2013,7,280.0,288.57142857142856,287.0,2.3,291.2,0.624,0.6848000000000001,18.062057376352968,0.5635,209.7,1,0,297.0
632,olin_browne,2005,1,297.0,297.0,315.0,0.2,278.9,0.7345999999999999,0.6912,16.625557864491512,0.5909,95.9,1,0,297.0
633,padraig_harrington,2005,8,284.0,298.5,315.0,-0.2,293.9,0.5461,0.6273,20.111240793397105,0.5435,163.4,1,0,292.0
634,padraig_harrington,2006,8,284.0,298.5,292.0,-0.2,294.7,0.6614,0.6522,18.93874596194561,0.6038,202.0,1,1,293.0
635,padraig_harrington,2007,8,284.0,298.5,293.0,-0.2,293.2,0.5752,0.603,19.923489330017805,0.6163000000000001,199.7,1,1,286.0
636,padraig_harrington,2008,8,284.0,298.5,286.0,-0.2,296.3,0.5937,0.6067,19.899436898789087,0.6102000000000001,265.8,1,0,288.0
637,padraig_harrington,2009,8,284.0,298.5,288.0,-0.2,285.8,0.5512,0.612,19.509874422968487,0.6365999999999999,92.2,0,0,315.0
638,padraig_harrington,2010,8,284.0,298.5,315.0,-0.2,292.1,0.5670000000000001,0.619,18.922005212186157,0.612,172.8,0,0,315.0
639,padraig_harrington,2011,8,284.0,298.5,315.0,-0.2,294.7,0.5297999999999999,0.6412,19.308013304785604,0.5984,170.2,1,1,284.0
640,padraig_harrington,2012,8,284.0,298.5,284.0,-0.2,293.6,0.5986,0.6217,19.267107405570194,0.5967,235.6,0,0,315.0
641,pat_perez,2002,3,301.0,310.3333333333333,315.0,-3.2,280.5,0.6807,0.6181,21.743261535984484,0.6171,204.6,1,0,301.0
642,pat_perez,2008,3,301.0,310.3333333333333,301.0,-3.2,294.2,0.6327,0.6690999999999999,19.38898076227835,0.562,143.8,0,0,315.0
643,pat_perez,2017,3,301.0,310.3333333333333,315.0,-3.2,290.9,0.62,0.6617000000000001,20.819273522387853,0.6314,166.4,0,0,315.0
644,patrick_cantlay,2017,2,278.0,296.5,315.0,0.3,298.9,0.6147,0.6920999999999999,19.9656649720909,0.6015,176.8,0,0,315.0
645,patrick_cantlay,2018,2,278.0,296.5,315.0,0.3,303.1,0.6158,0.7069,19.66865526669274,0.5758,297.6,1,1,278.0
646,patrick_reed,2013,6,273.0,295.8333333333333,315.0,0.5,292.0,0.5613,0.6379,20.152980548792275,0.6043999999999999,165.4,0,0,315.0
647,patrick_reed,2014,6,273.0,295.8333333333333,315.0,0.5,292.3,0.5559000000000001,0.6364,19.983333333333334,0.5942000000000001,130.8,1,0,286.0
648,patrick_reed,2015,6,273.0,295.8333333333333,286.0,0.5,292.9,0.5478000000000001,0.6442,20.662137675790788,0.6199,116.7,1,0,300.0
649,patrick_reed,2016,6,273.0,295.8333333333333,300.0,0.5,297.4,0.5596,0.6465000000000001,20.225987786618603,0.6396999999999999,146.0,0,0,315.0
650,patrick_reed,2017,6,273.0,295.8333333333333,315.0,0.5,295.6,0.5718,0.6217,21.65603611005486,0.6123,78.8,1,1,273.0
651,patrick_reed,2018,6,273.0,295.8333333333333,273.0,0.5,298.1,0.5511,0.6357,20.953281365934075,0.6294,217.8,1,0,286.0
652,patton_kizzire,2017,2,282.0,298.5,315.0,-0.2,293.0,0.5254,0.6352,19.44694304383082,0.5431,231.3,0,0,315.0
653,patton_kizzire,2018,2,282.0,298.5,315.0,-0.2,298.7,0.5559000000000001,0.6904,18.893265334504783,0.5524,197.1,1,0,282.0
654,paul_casey,2008,7,279.0,289.0,315.0,2.2,299.2,0.6243,0.6570999999999999,17.967381556587483,0.5202,316.3,1,0,286.0
655,paul_casey,2010,7,279.0,289.0,286.0,2.2,294.2,0.6131,0.6868000000000001,19.372841277589274,0.6086,49.5,1,0,289.0
656,paul_casey,2014,7,279.0,289.0,289.0,2.2,293.0,0.6049,0.6577,17.944272376196007,0.5623,122.4,1,1,279.0
657,paul_casey,2015,7,279.0,289.0,279.0,2.2,297.8,0.6416,0.7236,17.820935897140753,0.5613,209.6,1,1,287.0
658,paul_casey,2016,7,279.0,289.0,287.0,2.2,295.2,0.6467,0.708,18.772042284412684,0.6144,205.9,1,1,284.0
659,paul_casey,2017,7,279.0,289.0,284.0,2.2,297.5,0.6413,0.7006,19.32061205034665,0.6412,192.6,1,0,283.0
660,paul_casey,2018,7,279.0,289.0,283.0,2.2,304.3,0.6314,0.6784,19.194042695586568,0.6058,155.1,0,0,315.0
661,paul_goydos,2006,1,315.0,315.0,315.0,-4.3,274.3,0.7290000000000001,0.6528,17.92008510024436,0.6067,334.3,0,0,315.0
662,peter_hanson,2013,1,315.0,315.0,315.0,-4.3,295.3,0.5631,0.6124,19.51854438732561,0.5832999999999999,81.8,0,0,315.0
663,peter_lonard,2002,5,315.0,315.0,315.0,-4.3,281.4,0.6798000000000001,0.6809999999999999,18.295983013887078,0.6457999999999999,278.3,0,0,315.0
664,peter_lonard,2003,5,315.0,315.0,315.0,-4.3,292.8,0.6234000000000001,0.6426000000000001,18.652347707460315,0.5579,150.0,0,0,315.0
665,peter_lonard,2004,5,315.0,315.0,315.0,-4.3,291.4,0.615,0.6288,17.788339540584193,0.5760000000000001,269.2,0,0,315.0
666,peter_lonard,2005,5,315.0,315.0,315.0,-4.3,289.1,0.6171,0.6429,18.689902911286982,0.5519,214.8,0,0,315.0
667,peter_lonard,2007,5,315.0,315.0,315.0,-4.3,290.9,0.667,0.6461,18.728605683107684,0.5988,297.0,0,0,315.0
668,phil_mickelson,2002,17,272.0,287.88235294117646,315.0,2.5,288.8,0.6627,0.6765000000000001,20.703837540149145,0.6164000000000001,177.4,1,1,283.0
669,phil_mickelson,2003,17,272.0,287.88235294117646,283.0,2.5,306.0,0.4896,0.6484000000000001,21.58914947375185,0.5579999999999999,161.8,1,1,279.0
670,phil_mickelson,2004,17,272.0,287.88235294117646,279.0,2.5,295.4,0.6285000000000001,0.6955,20.34989312011245,0.6467,253.8,1,1,285.0
671,phil_mickelson,2005,17,272.0,287.88235294117646,285.0,2.5,300.0,0.5869,0.6689,22.70480125436028,0.6236,207.4,1,1,281.0
672,phil_mickelson,2006,17,272.0,287.88235294117646,281.0,2.5,300.7,0.5861,0.6828,20.70154476254261,0.5584,200.8,1,0,299.0
673,phil_mickelson,2007,17,272.0,287.88235294117646,299.0,2.5,298.1,0.5694,0.6495000000000001,20.37753051770504,0.5915,147.8,1,1,286.0
674,phil_mickelson,2008,17,272.0,287.88235294117646,286.0,2.5,295.7,0.5527000000000001,0.6581,20.225987786618603,0.6042000000000001,145.9,1,1,279.0
675,phil_mickelson,2009,17,272.0,287.88235294117646,279.0,2.5,300.1,0.5221,0.6429,21.314032056370753,0.5753,185.1,1,1,272.0
676,phil_mickelson,2010,17,272.0,287.88235294117646,272.0,2.5,299.1,0.5266,0.6513,19.379738058658642,0.6184000000000001,191.4,1,0,287.0
677,phil_mickelson,2011,17,272.0,287.88235294117646,287.0,2.5,299.8,0.532,0.6696,19.72470715174809,0.6201,222.6,1,1,280.0
678,phil_mickelson,2012,17,272.0,287.88235294117646,280.0,2.5,294.4,0.5431,0.6414,21.69821421223415,0.6157,109.3,1,0,297.0
679,phil_mickelson,2013,17,272.0,287.88235294117646,297.0,2.5,287.9,0.573,0.6667000000000001,20.79596228170801,0.5855,84.8,0,0,315.0
680,phil_mickelson,2014,17,272.0,287.88235294117646,315.0,2.5,292.4,0.5801,0.6526000000000001,19.951029213217712,0.6171,125.8,1,1,274.0
681,phil_mickelson,2015,17,272.0,287.88235294117646,274.0,2.5,300.5,0.5598,0.6151,22.46019318211172,0.5938,158.3,0,0,315.0
682,phil_mickelson,2016,17,272.0,287.88235294117646,315.0,2.5,294.8,0.5482,0.6605,20.940455015352462,0.6431999999999999,48.8,1,0,290.0
683,phil_mickelson,2017,17,272.0,287.88235294117646,290.0,2.5,293.5,0.5505,0.6285000000000001,20.74085568255188,0.6,110.5,1,0,290.0
684,phil_mickelson,2018,17,272.0,287.88235294117646,290.0,2.5,300.3,0.5291,0.6487999999999999,21.68794109381729,0.5836,107.5,1,0,282.0
685,phil_tataurangi,2002,1,297.0,297.0,315.0,0.2,288.6,0.6165999999999999,0.6634,18.465261980269872,0.5835,105.1,1,0,297.0
686,rafa_cabrera_bello,2017,2,286.0,288.5,315.0,2.3,291.7,0.6143,0.6269,20.482636549038308,0.598,130.3,1,0,291.0
687,rafa_cabrera_bello,2018,2,286.0,288.5,291.0,2.3,295.1,0.6785,0.7016,19.243635311447786,0.5798,185.2,1,0,286.0
688,retief_goosen,2002,9,283.0,294.3333333333333,315.0,0.8,279.8,0.6861,0.6889,19.31137132624196,0.6107,133.8,1,0,289.0
689,retief_goosen,2003,9,283.0,294.3333333333333,289.0,0.8,299.4,0.615,0.6979000000000001,19.161479153064704,0.5805,214.2,1,0,288.0
690,retief_goosen,2004,9,283.0,294.3333333333333,288.0,0.8,294.2,0.625,0.6869,19.566344137744967,0.6613,103.6,1,1,283.0
691,retief_goosen,2005,9,283.0,294.3333333333333,283.0,0.8,295.4,0.5916,0.674,19.76397123626165,0.5615,139.9,1,1,284.0
692,retief_goosen,2006,9,283.0,294.3333333333333,284.0,0.8,297.6,0.5728,0.6546,19.436545189124764,0.5737,197.6,1,1,291.0
693,retief_goosen,2007,9,283.0,294.3333333333333,291.0,0.8,292.9,0.5355,0.5891,19.13856838951127,0.5437,216.3,1,0,290.0
694,retief_goosen,2008,9,283.0,294.3333333333333,290.0,0.8,287.1,0.5679,0.5939,18.54853767821065,0.5802,245.1,0,0,315.0
695,retief_goosen,2009,9,283.0,294.3333333333333,315.0,0.8,292.3,0.5959,0.6233,18.8808234577956,0.598,119.7,1,0,294.0
696,retief_goosen,2010,9,283.0,294.3333333333333,294.0,0.8,291.4,0.6479,0.6596,19.116392925241477,0.6391,69.7,0,0,315.0
697,rich_beem,2002,5,290.0,304.8,315.0,-1.8,292.1,0.6491,0.6684,19.874399449347447,0.5820000000000001,257.4,1,0,290.0
698,rich_beem,2003,5,290.0,304.8,290.0,-1.8,293.6,0.6265,0.632,19.664589049863213,0.5235,288.8,0,0,315.0
699,rich_beem,2004,5,290.0,304.8,315.0,-1.8,296.7,0.6172,0.6371,19.839059257490565,0.5328,337.1,0,0,315.0
700,rich_beem,2005,5,290.0,304.8,315.0,-1.8,288.0,0.58,0.6335000000000001,18.604604604774586,0.5257000000000001,321.9,1,0,296.0
701,rich_beem,2006,5,290.0,304.8,296.0,-1.8,295.6,0.6324000000000001,0.662,19.24462993278904,0.5366,266.3,1,0,308.0
702,rickie_fowler,2010,9,274.0,288.1111111111111,315.0,2.4,292.7,0.6419,0.6990000000000001,17.357499999999998,0.5951,170.8,1,0,289.0
703,rickie_fowler,2011,9,274.0,288.1111111111111,289.0,2.4,299.5,0.5670000000000001,0.6446999999999999,19.734649730866767,0.5502,118.9,1,0,290.0
704,rickie_fowler,2012,9,274.0,288.1111111111111,290.0,2.4,293.2,0.6443000000000001,0.6498999999999999,19.21690857031901,0.5679,229.1,1,0,292.0
705,rickie_fowler,2013,9,274.0,288.1111111111111,292.0,2.4,286.4,0.6227,0.6359,19.191314767362865,0.5959,88.0,1,1,286.0
706,rickie_fowler,2014,9,274.0,288.1111111111111,286.0,2.4,297.5,0.5992999999999999,0.6451,20.434427648782663,0.6206,98.6,1,0,282.0
707,rickie_fowler,2015,9,274.0,288.1111111111111,282.0,2.4,296.8,0.6208,0.6581,20.012881511388837,0.611,70.9,0,0,315.0
708,rickie_fowler,2016,9,274.0,288.1111111111111,315.0,2.4,301.6,0.5869,0.6926000000000001,19.38757801402744,0.6221,130.9,1,0,287.0
709,rickie_fowler,2017,9,274.0,288.1111111111111,287.0,2.4,300.3,0.6391,0.6703,20.77956854099719,0.6386,73.3,1,1,274.0
710,rickie_fowler,2018,9,274.0,288.1111111111111,274.0,2.4,299.8,0.6533,0.6951999999999999,19.486718678656786,0.6305,114.6,1,1,278.0
711,ricky_barnes,2009,2,283.0,284.0,315.0,3.4,292.6,0.583,0.6817,17.589714679323254,0.5178,372.6,1,1,283.0
712,ricky_barnes,2010,2,283.0,284.0,283.0,3.4,285.5,0.5837,0.6823,18.437990972747304,0.5959,226.5,1,0,285.0
713,robert_allenby,2002,9,289.0,303.77777777777777,315.0,-1.5,286.7,0.7098,0.6947,21.22573123985759,0.5949,285.1,1,0,297.0
714,robert_allenby,2003,9,289.0,303.77777777777777,297.0,-1.5,294.8,0.6777,0.6931,19.396919500557576,0.595,249.8,0,0,315.0
715,robert_allenby,2004,9,289.0,303.77777777777777,315.0,-1.5,294.9,0.6498,0.7033,18.331519853489755,0.5596,288.4,0,0,315.0
716,robert_allenby,2005,9,289.0,303.77777777777777,315.0,-1.5,297.7,0.6227,0.6948000000000001,19.087435221457426,0.5399,247.5,1,0,291.0
717,robert_allenby,2006,9,289.0,303.77777777777777,291.0,-1.5,293.9,0.6933,0.6789000000000001,19.840699979951424,0.5618,167.7,0,0,315.0
718,robert_allenby,2007,9,289.0,303.77777777777777,315.0,-1.5,299.6,0.6085,0.6829000000000001,18.585,0.5335,310.2,1,0,299.0
719,robert_allenby,2008,9,289.0,303.77777777777777,299.0,-1.5,291.7,0.6564,0.7040000000000001,18.308996422524096,0.5526,255.4,1,0,289.0
720,robert_allenby,2009,9,289.0,303.77777777777777,289.0,-1.5,293.1,0.6694,0.6809999999999999,16.765864791958162,0.6045,329.6,1,0,298.0
721,robert_allenby,2010,9,289.0,303.77777777777777,298.0,-1.5,289.1,0.6475,0.6817,19.31358966720929,0.5637,205.1,0,0,315.0
722,robert_garrigus,2011,2,292.0,303.5,315.0,-1.4,313.4,0.5297,0.6613,19.705501646466374,0.5356000000000001,296.5,0,0,315.0
723,robert_garrigus,2012,2,292.0,303.5,315.0,-1.4,310.3,0.5658,0.6923,19.239807907911484,0.5558,271.1,1,0,292.0
724,robert_karlsson,2011,1,296.0,296.0,315.0,0.4,299.2,0.5678,0.6336999999999999,19.91460055531564,0.6041,148.0,1,0,296.0
725,robert_streb,2014,2,315.0,315.0,315.0,-4.3,300.0,0.5962,0.6565000000000001,19.253181555265094,0.59,214.8,0,0,315.0
726,robert_streb,2015,2,315.0,315.0,315.0,-4.3,297.1,0.5947,0.6914,20.27267131098744,0.5957,103.3,0,0,315.0
727,roberto_castro,2013,2,315.0,315.0,315.0,-4.3,282.3,0.6736,0.6729999999999999,18.35264649398918,0.6147,277.0,0,0,315.0
728,roberto_castro,2016,2,315.0,315.0,315.0,-4.3,284.2,0.6937000000000001,0.6912999999999999,18.37590610010837,0.6011,225.6,0,0,315.0
729,rocco_mediate,2002,4,294.0,300.5,315.0,-0.7,277.3,0.7437,0.6925,18.120432911188647,0.6107,150.6,1,0,295.0
730,rocco_mediate,2003,4,294.0,300.5,295.0,-0.7,280.5,0.7232,0.6731999999999999,18.370740246985754,0.5615,258.8,0,0,315.0
731,rocco_mediate,2005,4,294.0,300.5,315.0,-0.7,287.7,0.6575,0.6545000000000001,18.25850912740565,0.6035,359.3,1,0,294.0
732,rocco_mediate,2008,4,294.0,300.5,294.0,-0.7,278.6,0.6466,0.6258,18.040772341190568,0.5683,258.4,1,0,298.0
733,rod_pampling,2004,4,284.0,297.5,315.0,0.1,292.1,0.5982,0.6613,19.747948557311524,0.6073,187.8,1,1,284.0
734,rod_pampling,2005,4,284.0,297.5,284.0,0.1,295.9,0.6029,0.6561,20.096544755532253,0.5596,225.3,1,0,289.0
735,rod_pampling,2006,4,284.0,297.5,289.0,0.1,288.2,0.6046,0.625,20.06888527671629,0.5820000000000001,86.4,1,0,302.0
736,rod_pampling,2016,4,284.0,297.5,302.0,0.1,287.7,0.6395000000000001,0.64,17.361263714884867,0.6173,284.3,0,0,315.0
737,rory_mcilroy,2010,7,276.0,283.57142857142856,315.0,3.5,300.0,0.6264,0.6624,19.03806450246453,0.6013000000000001,218.9,1,0,284.0
738,rory_mcilroy,2012,7,276.0,283.57142857142856,284.0,3.5,310.1,0.5661,0.6636,19.482684833803926,0.6024,167.0,1,0,290.0
739,rory_mcilroy,2013,7,276.0,283.57142857142856,290.0,3.5,302.2,0.5792,0.6545000000000001,20.481291887015114,0.5468,198.4,1,1,288.0
740,rory_mcilroy,2014,7,276.0,283.57142857142856,288.0,3.5,310.5,0.5992999999999999,0.6944,20.838947510211106,0.5852,90.1,1,1,276.0
741,rory_mcilroy,2016,7,276.0,283.57142857142856,276.0,3.5,306.8,0.6106,0.6962,20.454042455655987,0.5870000000000001,287.3,1,1,285.0
742,rory_mcilroy,2017,7,276.0,283.57142857142856,285.0,3.5,317.2,0.5506,0.6563,20.790450933060594,0.6229,307.6,1,1,279.0
743,rory_mcilroy,2018,7,276.0,283.57142857142856,279.0,3.5,319.7,0.5579,0.6629999999999999,20.184353641978344,0.6297,187.1,1,0,283.0
744,rory_sabbatini,2004,8,286.0,305.75,315.0,-2.0,292.2,0.5915,0.6492,20.030836609532265,0.6317,223.1,0,0,315.0
